audience_freshness,poster_url,rt_audience_score,rt_freshness,rt_score,2015_inflation,adjusted,genres,genre_1,genre_2,genre_3,imdb_rating,length,rank_in_year,rating,release_date,studio,title,worldwide_gross,year
80,http://resizing.flixster.com/x3cAqTql6HPipavjw_OkSCaDpm8=/180x260/dkpu1ddg7pbsk.cloudfront.net/movie/59/64/98/5964985_ori.jpg,3.6,79,6.5,0.6830,363287833.02,"Romance
Horror",Romance,Horror,,7.5,128,9,R,13-Nov-92,Columbia Pictures,Bram Stoker's Dracula,215862692.00,1992
61,http://resizing.flixster.com/xT4YXaNwgJtK3EDk4He0uUuaUrw=/180x255/dkpu1ddg7pbsk.cloudfront.net/movie/25/40/254003_ori.jpg,3,24,3.6,0.6830,604173235.83,"Family
Comedy
Adventure",Family,Comedy,Adventure,6.5,120,3,PG,20-Nov-92,20th Century Fox,Home Alone 2: Lost in New York,358994850.00,1992
62,http://resizing.flixster.com/X8uBur__gienB-0mAjgC0hfF7CM=/178x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/12/88/11128831_ori.jpg,3.2,56,5.5,0.6830,541460630.25,"Thriller
Crime
Action",Thriller,Crime,Action,6.7,118,5,R,15-May-92,Warner Bros.,Lethal Weapon 3,321731527.00,1992
65,http://resizing.flixster.com/blxl_bQQDX1grNM-uVerO3oZAaI=/180x260/dkpu1ddg7pbsk.cloudfront.net/movie/25/51/255121_ori.jpg,3.1,71,5.7,0.6830,389781727.82,"Music
Comedy",Music,Comedy,,6.2,100,8,PG,29-May-92,Touchstone Pictures,Sister Act,231605150.00,1992
64,http://resizing.flixster.com/QGjRr5Lf9dMQdKQhczqt58OqeSA=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/79/11167935_ori.jpg,3,32,4.8,0.6830,691707059.46,"Music
Drama
Action",Music,Drama,Action,6.1,129,2,R,25-Nov-92,Warner Bros.,The Bodyguard,411006740.00,1992
85,http://resizing.flixster.com/5zIUNziYaR486W5JZy8eWVrvGow=/180x269/dkpu1ddg7pbsk.cloudfront.net/movie/59/51/42/5951425_ori.jpg,3.4,85,6.8,0.6830,308145094.86,"Music
Comedy",Music,Comedy,,7,94,10,PG-13,14-Feb-92,Paramount Pictures,Wayne's World,183097323.00,1992
92,http://resizing.flixster.com/O7KjuYoKyOa7bBFVEMqnM_ZGN78=/180x267/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/29/11162903_ori.jpg,3.7,93,8.4,0.7336,609997249.69,"Fantasy
Family
Animation",Fantasy,Family,Animation,8,84,3,G,22-Nov-91,Walt Disney Pictures,Beauty and the Beast,351863363.00,1991
77,http://resizing.flixster.com/0QRNH4M7vkPTz26alWM9mwKaOB4=/178x270/dkpu1ddg7pbsk.cloudfront.net/movie/10/93/72/10937223_ori.jpg,3.5,76,7.1,0.7336,316024944.41,"Thriller
Crime",Thriller,Crime,,7.3,128,8,R,15-Nov-91,Universal Pictures,Cape Fear,182291969.00,1991
64,http://resizing.flixster.com/q3rBGER1l3OdFFApBBsTcME3bsM=/180x261/dkpu1ddg7pbsk.cloudfront.net/movie/11/15/27/11152780_ori.jpg,3.1,90,7,0.7336,310376502.92,"Western
Comedy",Western,Comedy,,6.7,113,10,PG-13,7-Jun-91,Columbia Pictures / Castle Rock Entertainment / Nelson Entertainment,City Slickers,179033791.00,1991
76,http://resizing.flixster.com/2Kp3hYPiPnhkEpDQNFEv4IRaD9M=/180x261/dkpu1ddg7pbsk.cloudfront.net/movie/25/46/254606_ori.jpg,3.3,30,4.4,0.7336,521567841.06,"Family
Comedy
Adventure",Family,Comedy,Adventure,6.7,142,4,PG,11-Dec-91,TriStar Pictures / Amblin Entertainment,Hook,300854823.00,1991
65,http://resizing.flixster.com/3JzsLocKZT_RNxFVI61xsM_v4Fw=/179x257/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/49/11164957_ori.jpg,3,83,6.5,0.7336,313951873.33,Comedy,Comedy,,,6.7,84,9,PG-13,31-Jul-91,20th Century Fox,Hot Shots!,181096164.00,1991
88,http://resizing.flixster.com/3rM4ZIxn0hOIAIKjFqZvy76ICyw=/180x265/dkpu1ddg7pbsk.cloudfront.net/movie/10/93/59/10935981_ori.jpg,3.8,85,7.7,0.7336,356095013.09,"Thriller
History
Drama",Thriller,History,Drama,8,189,6,R,20-Dec-91,Warner Bros.,JFK,205405498.00,1991
72,http://resizing.flixster.com/LWcUdj-bVCtz_yveVI-r0FfP7jE=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/17/00/11170050_ori.jpg,3.4,50,5.7,0.7336,676967922.64,"Drama
Adventure
Action",Drama,Adventure,Action,6.9,143,2,PG-13,14-Jun-91,Warner Bros.,Robin Hood: Prince of Thieves,390493908.00,1991
94,http://resizing.flixster.com/sKc-3qOa64rxXpfEsKbNqv6DeY0=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/17/43/11174301_ori.jpg,3.7,92,8.3,0.7336,901210651.82,"Sci-Fi
Action",Sci-Fi,Action,,8.5,137,1,R,3-Jul-91,TriStar Pictures / Carolco Pictures / Lightstorm Entertainment,Terminator 2: Judgment Day,519843345.00,1991
66,http://resizing.flixster.com/jPsVpHIM4G8ViFgMbdUoxpk4shs=/180x257/dkpu1ddg7pbsk.cloudfront.net/movie/26/64/266402_ori.jpg,3.2,60,5.6,0.7336,331992373.90,"Fantasy
Comedy",Fantasy,Comedy,,6.8,99,7,PG-13,22-Nov-91,Paramount Pictures / Orion Pictures,The Addams Family,191502426.00,1991
95,http://resizing.flixster.com/Q8QDUnqJmgkfSlxyyppLZXF28t4=/180x267/dkpu1ddg7pbsk.cloudfront.net/movie/55/12/86/5512865_ori.jpg,4.1,94,8.5,0.7336,472832496.33,Thriller,Thriller,,,8.6,118,5,R,14-Feb-91,Orion Pictures,The Silence of the Lambs,272742922.00,1991
78,http://resizing.flixster.com/I9PEVOh_ZpCiMnCfw57AkXDgRhM=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/17/38/11173854_ori.jpg,3.4,73,6.5,0.8066,441756758.76,"Romance
Comedy
Adventure",Romance,Comedy,Adventure,7.4,118,6,PG,25-May-90,Universal Pictures,Back to the Future Part III,244527583.00,1990
87,http://resizing.flixster.com/6qRBQY1vGGNIYBeEv1_KFsmGJ4w=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/81/11168108_ori.jpg,3.6,82,7.5,0.8066,766363955.48,"Western
Drama
Adventure",Western,Drama,Adventure,8,181,4,PG-13,21-Nov-90,Orion Pictures,Dances with Wolves,424208848.00,1990
70,http://resizing.flixster.com/BXuwiQ9ITCvNupBVrtrZ3jQg9WU=/180x266/dkpu1ddg7pbsk.cloudfront.net/movie/10/93/34/10933489_ori.jpg,3.5,69,6.1,0.8066,433633526.28,"Thriller
Action",Thriller,Action,,7.1,124,7,R,4-Jul-90,20th Century Fox / Silver Pictures,Die Hard 2,240031094.00,1990
80,http://resizing.flixster.com/pHPpw4inGi6stbtMnLSic6k5fVA=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/91/11169197_ori.jpg,3.5,74,6.8,0.8066,913588289.03,"Romance
Fantasy
Drama",Romance,Fantasy,Drama,7,127,1,PG-13,13-Jul-90,Paramount Pictures,Ghost,505702588.00,1990
79,http://resizing.flixster.com/kt-Khg5hW-vqYwGDhLKnRAb-0uU=/110x150/dkpu1ddg7pbsk.cloudfront.net/movie/31/21/312104_ori.jpg,3.3,54,5.1,0.8066,861165331.11,"Family
Comedy",Family,Comedy,,7.4,103,2,PG,16-Nov-90,20th Century Fox,Home Alone,476684675.00,1990
51,http://resizing.flixster.com/cb6nTJ0nYUeS38cP0kMfMF_9DlE=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/17/87/11178764_ori.jpg,3,51,5.1,0.8066,364851165.52,"Crime
Comedy
Action",Crime,Comedy,Action,6,111,10,PG-13,21-Dec-90,Universal Pictures,Kindergarten Cop,201957688.00,1990
66,http://resizing.flixster.com/3atb8xNBu7Df-gVJpalCXndBg50=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/79/11167929_ori.jpg,3.4,85,7.4,0.8066,399800210.00,"Mystery
Drama
Crime",Mystery,Drama,Crime,6.9,127,8,R,27-Jul-90,Warner Bros.,Presumed Innocent,221303188.00,1990
68,http://resizing.flixster.com/fyT-rUxIJLV7inCl5NqJHgmnoDI=/180x254/dkpu1ddg7pbsk.cloudfront.net/movie/16/90/52/1690526_ori.jpg,3.5,62,5.7,0.8066,837176928.80,"Romance
Comedy",Romance,Comedy,,6.9,119,3,R,23-Mar-90,Touchstone Pictures,Pretty Woman,463406268.00,1990
81,http://resizing.flixster.com/jPSS5WGvx8Z2q_U7TNzxSoHqFUQ=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/17/00/11170087_ori.jpg,3.3,41,4.8,0.8066,364866028.19,"Comedy
Adventure
Action",Comedy,Adventure,Action,6.7,93,9,PG,30-Mar-90,New Line Cinema,Teenage Mutant Ninja Turtles,201965915.00,1990
78,http://resizing.flixster.com/ROHNoOdZcDbCpiitmK2FRxKCvTc=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/18/99/11189901_ori.jpg,3.3,84,7.3,0.8066,472122382.99,"Action
Sci-Fi
Mystery",Action,Sci-Fi,Mystery,7.5,113,5,R,1-Jun-90,TriStar Pictures / Carolco Pictures,Total Recall,261336002.00,1990
85,http://resizing.flixster.com/gqemFWJuuNW6pVn4p7JfoGo4VSM=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/17/38/11173853_ori.jpg,3.5,64,6.1,0.9042,632094375.18,"Sci-Fi
Comedy
Adventure",Sci-Fi,Comedy,Adventure,7.8,108,3,PG,22-Nov-89,Universal Pictures,Back to the Future Part II,331950002.00,1989
84,http://resizing.flixster.com/GYJFshcSEmFUiwMilVYAyMIs4CQ=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/80/11168088_ori.jpg,3.5,72,6.6,0.9042,783284649.89,"Adventure
Action",Adventure,Action,,7.6,126,2,PG-13,23-Jun-89,Warner Bros. / PolyGram,Batman,411348924.00,1989
76,http://resizing.flixster.com/uORJJKgy_lsdJT2bkQmStA3V2qI=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/17/58/11175872_ori.jpg,3.4,90,7.4,0.9042,306577096.21,"War
Drama
Biography",War,Drama,Biography,7.2,145,10,R,5-Jan-90,Universal Pictures,Born on the Fourth of July,161001698.00,1989
92,http://resizing.flixster.com/o40G4KNC9kqYHF2W_Ns0RG449BM=/180x269/dkpu1ddg7pbsk.cloudfront.net/movie/10/58/40/10584083_ori.jpg,3.8,85,7.2,0.9042,449121409.11,Drama,Drama,,,8,128,5,PG,9-Jun-89,Touchstone Pictures,Dead Poets Society,235860116.00,1989
61,http://resizing.flixster.com/dcW7DWqYbQt25cexo1WNvrzm-O8=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/17/44/11174416_ori.jpg,3.2,51,5.2,0.9042,410151533.40,"Horror
Fantasy
Comedy",Horror,Fantasy,Comedy,6.5,108,8,PG,16-Jun-89,Columbia Pictures,Ghostbusters II,215394738.00,1989
53,http://resizing.flixster.com/5mEUZK0kuxucMPC5Ycg0MIwPSFI=/180x254/dkpu1ddg7pbsk.cloudfront.net/movie/10/87/98/10879840_ori.jpg,2.9,75,6.2,0.9042,424108135.23,"Family
Comedy
Adventure",Family,Comedy,Adventure,6.2,93,7,PG,23-Jun-89,Walt Disney Pictures,"Honey, I Shrunk the Kids",222724172.00,1989
94,http://resizing.flixster.com/qaoiZqYHDMj6G5jqCdlEtuaumgA=/180x267/dkpu1ddg7pbsk.cloudfront.net/movie/10/91/96/10919621_ori.jpg,4,88,7.9,0.9042,902911069.85,"Adventure
Action",Adventure,Action,,8.3,127,1,PG-13,24-May-89,Paramount Pictures / Lucasfilm,Indiana Jones and the Last Crusade,474171806.00,1989
77,http://resizing.flixster.com/RFQcK-L53KhuubGeaJKOomMbg9k=/180x268/dkpu1ddg7pbsk.cloudfront.net/movie/11/12/88/11128832_ori.jpg,3.3,83,6.6,0.9042,433876252.58,"Thriller
Crime
Action",Thriller,Crime,Action,7.2,114,6,R,7-Jul-89,Warner Bros.,Lethal Weapon 2,227853986.00,1989
47,http://resizing.flixster.com/H3iCz9YretFAYbty_QAUGdp2-4U=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/17/81/11178142_ori.jpg,2.9,58,5,0.9042,565542732.63,"Romance
Comedy",Romance,Comedy,,5.8,93,4,PG-13,13-Oct-89,TriStar Pictures,Look Who's Talking,296999813.00,1989
88,http://resizing.flixster.com/i9JPNUh70xuDNhRGYPg4U8L_PHo=/180x258/dkpu1ddg7pbsk.cloudfront.net/movie/25/06/250622_ori.jpg,3.6,92,8.1,0.9042,350666921.09,"Fantasy
Family
Animation",Fantasy,Family,Animation,7.6,83,9,G,17-Nov-89,Walt Disney Pictures,The Little Mermaid,184155863.00,1989
38,http://resizing.flixster.com/7Kx0TvzMcvpqHNAE-yqb4pGPk7w=/180x255/dkpu1ddg7pbsk.cloudfront.net/movie/25/68/256818_ori.jpg,2.7,11,3.5,0.9959,218167988.16,"Comedy
Adventure
Action",Comedy,Adventure,Action,5.5,108,6,PG,25-May-88,Paramount Pictures,"""Crocodile"" Dundee II",109306210.00,1988
82,http://resizing.flixster.com/WwfRe5-FR6NpqXyNT6vsLgvHXPI=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/68/11166863_ori.jpg,3.5,81,7,0.9959,147115232.32,Comedy,Comedy,,,7.4,92,10,PG,30-Mar-88,Warner Bros. / Geffen Pictures,Beetlejuice,73707461.00,1988
81,http://resizing.flixster.com/lvE3FiWgRk78wlgoK8AOg0Ao_d8=/179x257/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/44/11164479_ori.jpg,3.5,97,7.9,0.9959,229470092.55,"Fantasy
Drama
Comedy",Fantasy,Drama,Comedy,7.3,104,4,PG,3-Jun-88,20th Century Fox / Gracie Films,Big,114968774.00,1988
59,http://resizing.flixster.com/mBKethr9jeA6EMJGizVw16i323Q=/180x254/dkpu1ddg7pbsk.cloudfront.net/movie/26/88/268891_ori.jpg,3,5,3.8,0.9959,156127457.44,"Romance
Drama
Comedy",Romance,Drama,Comedy,5.8,104,9,R,29-Jul-88,Touchstone Pictures,Cocktail,78222753.00,1988
85,http://resizing.flixster.com/SpFvVmXJooaMPr5Q_jCIsgyABY0=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/89/11168930_ori.jpg,3.4,68,5.8,0.9959,255783543.19,"Romance
Comedy",Romance,Comedy,,6.9,116,3,R,29-Jun-88,Paramount Pictures,Coming to America,128152301.00,1988
94,http://resizing.flixster.com/jPElLfrOhdvB_ZCJ4fWabLw9TSQ=/179x257/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/47/11164776_ori.jpg,3.9,92,8.4,0.9959,165680195.48,"Thriller
Action",Thriller,Action,,8.3,131,7,R,20-Jul-88,20th Century Fox / Silver Pictures,Die Hard,83008852.00,1988
90,http://resizing.flixster.com/QOETj26bjQ-V44TXF6efQW3eAPo=/174x270/dkpu1ddg7pbsk.cloudfront.net/movie/10/85/35/10853584_ori.jpg,3.8,90,7.9,0.9959,344948173.18,Drama,Drama,,,8,133,1,R,16-Dec-88,United Artists,Rain Man,172825435.00,1988
84,http://resizing.flixster.com/J5Rc7uF3aMumJoVlcjnFbL6GTgk=/110x148/dkpu1ddg7pbsk.cloudfront.net/movie/10/88/60/10886069_ori.jpg,3.3,86,7.3,0.9959,157192136.58,"Crime
Comedy",Crime,Comedy,,7.6,85,8,PG-13,2-Dec-88,Paramount Pictures,The Naked Gun: From the Files of Police Squad!,78756177.00,1988
38,http://resizing.flixster.com/H2mQs9HYLM6dPIe31Ak2ipfj1_s=/178x270/dkpu1ddg7pbsk.cloudfront.net/movie/10/88/47/10884784_ori.jpg,2.7,36,4.8,0.9959,223421641.89,Comedy,Comedy,,,5.9,107,5,PG,9-Dec-88,Universal Pictures,Twins,111938388.00,1988
84,http://resizing.flixster.com/ER2EiHJ2eXX7acnA6_E4aFhIhBo=/168x268/dkpu1ddg7pbsk.cloudfront.net/movie/11/15/55/11155547_ori.jpg,3.5,98,8.4,0.9959,312268614.98,"Crime
Comedy
Animation",Crime,Comedy,Animation,7.7,104,2,PG,22-Jun-88,Touchstone Pictures / Amblin Entertainment,Who Framed Roger Rabbit,156452370.00,1988
58,http://resizing.flixster.com/hAbluJoNCoLzqbORzEG8k4IJ7YE=/180x269/dkpu1ddg7pbsk.cloudfront.net/movie/10/84/44/10844413_ori.jpg,3.1,46,4.9,1.0785,319394671.09,"Crime
Comedy
Action",Crime,Comedy,Action,6.4,100,3,R,20-May-87,Paramount,Beverly Hills Cop II,153665036.00,1987
71,http://resizing.flixster.com/hWiV1-iFoJADbPT61IDD7Z2H4Xs=/180x267/dkpu1ddg7pbsk.cloudfront.net/movie/10/84/99/10849901_ori.jpg,3.3,78,6.7,1.0785,325590003.39,"Thriller
Drama",Thriller,Drama,,6.9,119,2,R,18-Sep-87,Paramount Pictures,Fatal Attraction,156645693.00,1987
82,http://resizing.flixster.com/LeKFp61qZoa_i5Q_6x_4nYkg1Ww=/180x256/dkpu1ddg7pbsk.cloudfront.net/movie/26/89/268995_ori.jpg,3.5,89,7.4,1.0785,257574173.26,"War
Drama
Comedy",War,Drama,Comedy,7.3,121,4,R,15-Jan-88,Touchstone,"Good Morning, Vietnam",123922370.00,1987
85,http://resizing.flixster.com/3aDtygNQOYu5zppr1AvV8jIu_H0=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/79/11167924_ori.jpg,3.6,84,7.1,1.0785,135533817.08,"Thriller
Crime
Action",Thriller,Crime,Action,7.6,110,9,R,6-Mar-87,Warner Bros.,Lethal Weapon,65207127.00,1987
81,http://resizing.flixster.com/N7exSCLxOgtB-aPi60FeW5bXS5w=/180x264/dkpu1ddg7pbsk.cloudfront.net/movie/10/85/77/10857754_ori.jpg,3.4,92,7.8,1.0785,167612331.26,"Romance
Drama
Comedy",Romance,Drama,Comedy,7.1,102,5,PG,15-Jan-88,Metro-Goldwyn-Mayer,Moonstruck,80640528.00,1987
56,http://resizing.flixster.com/yBPupKo8Rg2P0Xk7oSb3kKgkeaM=/180x255/dkpu1ddg7pbsk.cloudfront.net/movie/27/16/271625_ori.jpg,2.9,87,6.5,1.0785,136502617.91,"Thriller
Comedy",Thriller,Comedy,,6.6,117,8,R,5-Aug-87,Touchstone,Stakeout,65673230.00,1987
58,http://resizing.flixster.com/bCumGM3LISFAFqsAbv3V0o7fPKw=/177x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/15/78/11157863_ori.jpg,3,58,5.4,1.0785,139249933.14,Comedy,Comedy,,,6.4,111,7,PG-13,10-Apr-87,Universal Pictures,The Secret of My Success,66995000.00,1987
89,http://resizing.flixster.com/1EFQuvj5llA_m61tMCqDVudwUpc=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/17/13/11171335_ori.jpg,3.9,80,7.4,1.0785,158529078.59,"Thriller
Drama
Crime",Thriller,Drama,Crime,8,119,6,R,3-Jun-87,Paramount,The Untouchables,76270454.00,1987
62,http://resizing.flixster.com/kU0L2LKZtLzoi4ZomVbNdWVZ6qk=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/13/11161319_ori.jpg,3.2,73,6.2,1.0785,132539476.89,"Horror
Fantasy
Comedy",Horror,Fantasy,Comedy,6.5,118,10,R,12-Jun-87,Warner Bros.,The Witches of Eastwick,63766510.00,1987
47,http://resizing.flixster.com/fxMTXOi2o24T_ZK0zoraIm9n6cM=/180x259/dkpu1ddg7pbsk.cloudfront.net/movie/25/71/257115_ori.jpg,2.9,74,5.9,1.0785,348734793.08,"Family
Drama
Comedy",Family,Drama,Comedy,5.8,102,1,PG,25-Nov-87,Touchstone Pictures,Three Men and a Baby,167780960.00,1987
58,http://resizing.flixster.com/djJ50pyIgZZoFYdXO3HcLjlnGzg=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/97/11169779_ori.jpg,3,89,6.7,1.1544,376591505.78,"Adventure
Comedy
Crime",Adventure,Comedy,Crime,6.5,97,2,PG-13,26-Sep-86,Paramount Pictures / 20th Century Fox,"""Crocodile"" Dundee",174803506.00,1986
94,http://resizing.flixster.com/xYugVntiVJbVz5x_bQq5-Pjg5aU=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/18/07/11180796_ori.jpg,3.8,98,9,1.1544,185621091.22,"Sci-Fi
Adventure
Action",Sci-Fi,Adventure,Action,8.4,137,7,R,18-Jul-86,20th Century Fox,Aliens,86160248.00,1986
71,http://resizing.flixster.com/w0uF4v8jUe1x3ZErtvyPWfe1Nzc=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/17/66/11176623_ori.jpg,3.3,68,6.3,1.1544,182134789.87,"Drama
Comedy
Animation",Drama,Comedy,Animation,6.9,80,8,G,21-Nov-86,Universal Studios,An American Tail,84542002.00,1986
68,http://resizing.flixster.com/JQn3vediYVmfbxQO3an5Mh_mA1s=/176x270/dkpu1ddg7pbsk.cloudfront.net/movie/74/28/48/7428484_ori.jpg,3,84,7,1.1544,196603537.43,"Sport
Romance
Comedy",Sport,Romance,Comedy,6.5,96,6,PG-13,13-Jun-86,Orion Pictures,Back to School,91258000.00,1986
93,http://resizing.flixster.com/d83olRDH-G34i6EP7QVdyF3HyaU=/180x267/dkpu1ddg7pbsk.cloudfront.net/movie/10/86/50/10865025_ori.jpg,3.9,88,8.1,1.1544,298446153.99,"War
Drama",War,Drama,,8.1,120,3,R,6-Feb-87,Orion Pictures,Platoon,138530565.00,1986
70,http://resizing.flixster.com/IfJutHqmgKfI235a-AsTBLm_bp0=/180x254/dkpu1ddg7pbsk.cloudfront.net/movie/26/87/268720_ori.jpg,3.2,94,7,1.1544,154306521.94,"Crime
Comedy",Crime,Comedy,,6.8,93,10,R,27-Jun-86,Buena Vista Pictures Distribution,Ruthless People,71624879.00,1986
81,http://resizing.flixster.com/53VKc9-hpRF9QNzuLQzQaspdAug=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/18/07/11180717_ori.jpg,3.5,85,6.9,1.1544,236362728.24,"Comedy
Adventure
Action",Comedy,Adventure,Action,7.3,119,5,PG,26-Nov-86,Paramount Pictures,Star Trek IV: The Voyage Home,109713132.00,1986
47,http://resizing.flixster.com/7KO5uu2ZPehnVfcsKggTXZjtefM=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/17/36/11173678_ori.jpg,2.9,26,3.9,1.1544,171957403.89,"Comedy
Adventure
Action",Comedy,Adventure,Action,5.8,94,9,PG-13,12-Dec-86,Paramount Pictures,The Golden Child,79817937.00,1986
52,http://resizing.flixster.com/_ByjiJUAmxiXl6oAHPF8l4gOOVc=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/17/81/11178156_ori.jpg,3,43,4.9,1.1544,247976609.65,"Romance
Family
Action",Romance,Family,Action,5.8,113,4,PG,20-Jun-86,Columbia Pictures,"The Karate Kid, Part II",115103979.00,1986
84,http://resizing.flixster.com/TuoFvLZpHzh4RPlzFOHUdo_wJf4=/180x231/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/92/11169265_ori.jpg,3.5,54,5.8,1.1544,380853328.77,"Romance
Drama
Action",Romance,Drama,Action,6.8,110,1,PG,16-May-86,Paramount Pictures,Top Gun,176781728.00,1986
94,http://resizing.flixster.com/por4iOTnpL-nsH4QNjvWqwBF-DA=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/17/38/11173852_ori.jpg,3.8,96,8.6,1.1944,462165115.18,"Romance
Comedy
Adventure",Romance,Comedy,Adventure,8.5,116,1,PG,3-Jul-85,Universal Pictures / Amblin Entertainment,Back to the Future,210609762.00,1985
60,http://resizing.flixster.com/xmmiZa3fc0i16-NkvydGxUA0ubw=/180x258/dkpu1ddg7pbsk.cloudfront.net/movie/25/91/259100_ori.jpg,3.1,80,6.2,1.1944,187212356.19,Sci-Fi,Sci-Fi,,,6.6,117,6,PG-13,21-Jun-85,20th Century Fox,Cocoon,85313124.00,1985
84,http://resizing.flixster.com/QHwc8jY1d-8Sc0qxbRpzlxkbwC8=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/17/17/11171703_ori.jpg,3.7,53,6.5,1.1944,191070314.62,"Romance
Drama
Biography",Romance,Drama,Biography,7.2,161,5,PG,20-Dec-85,Universal Pictures,Out Of Africa,87071205.00,1985
60,http://resizing.flixster.com/f3qkehG-FJEa88CWySM_d4dKd84=/180x253/dkpu1ddg7pbsk.cloudfront.net/movie/11/13/69/11136978_ori.jpg,3.1,28,4.1,1.1944,330073804.72,"Thriller
Adventure
Action",Thriller,Adventure,Action,6.4,96,2,R,22-May-85,TriStar Pictures / Carolco,Rambo: First Blood Part II,150415432.00,1985
80,http://resizing.flixster.com/gLnfMQMcsLo-npqSh5PBXVUhNH4=/180x246/dkpu1ddg7pbsk.cloudfront.net/movie/26/13/261393_ori.jpg,3.4,38,4.8,1.1944,280607936.32,"Sport
Drama",Sport,Drama,,6.7,91,3,PG,27-Nov-85,United Artists,Rocky IV,127873716.00,1985
57,http://resizing.flixster.com/m4ljoIkVfStpMpCRQPelXFo11ck=/180x248/dkpu1ddg7pbsk.cloudfront.net/movie/25/80/258000_ori.jpg,3.1,35,4.4,1.1944,131860128.89,"Comedy
Adventure",Comedy,Adventure,,6.3,102,10,PG,6-Dec-85,Warner Bros.,Spies Like Us,60088980.00,1985
94,http://resizing.flixster.com/8cUjrP4uzSIBK9XTbV2l8fW7_G0=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/80/11168034_ori.jpg,3.9,88,6.9,1.1944,206660859.39,Drama,Drama,,,7.8,154,4,PG-13,7-Feb-86,Warner Bros.,The Color Purple,94175854.00,1985
91,http://resizing.flixster.com/zEGbl7xvlrrxuJUs97YL-sJAEaA=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/67/11166730_ori.jpg,3.8,68,6.1,1.1944,134714403.83,"Family
Comedy
Adventure",Family,Comedy,Adventure,7.8,114,9,PG,7-Jun-85,Warner Bros.,The Goonies,61389680.00,1985
38,http://resizing.flixster.com/AnbVvE9r4Tmx3ZHIxPPbFSJ2EOg=/179x257/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/50/11165073_ori.jpg,3,48,4.8,1.1944,166716691.55,"Comedy
Adventure
Action",Comedy,Adventure,Action,6,106,7,PG,11-Dec-85,20th Century Fox,The Jewel of the Nile,75973200.00,1985
80,http://resizing.flixster.com/PPod2vP4QjRVXLfdKUdyV0qo3YA=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/89/11168980_ori.jpg,3.5,91,8.1,1.1944,150771621.56,"Romance
Drama
Crime",Romance,Drama,Crime,7.5,112,8,R,8-Feb-85,Paramount Pictures,Witness,68706993.00,1985
81,http://resizing.flixster.com/Rje0CY8py13zZipgCWG21rEB3jk=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/97/11169777_ori.jpg,3.4,83,7.1,1.2726,533507308.04,"Comedy
Action",Comedy,Action,,7.3,105,2,R,5-Dec-84,Paramount Pictures,Beverly Hills Cop,234760478.00,1984
72,http://resizing.flixster.com/-BS99IniaWgjUugv8sMTKuk6tbQ=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/89/11168940_ori.jpg,3.3,56,5.7,1.2726,181885265.49,"Romance
Music
Drama",Romance,Music,Drama,6.4,107,7,R,17-Feb-84,Paramount Pictures,Footloose,80035402.00,1984
